nombre;url;municipio;telefonos;direccion;codigopostal;detallesObtenidos;fax;email;latitud;longitud;provincia;juez
Juzgado de Instrucción nº 12;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--12---Barcelona?provincia=08;Barcelona;93 554 86 1293 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 12;instruccio12.barcelona@xij.gencat.cat;41.363984;2.13401;Barcelona;LINAGE GOMEZ, MYRIAM
Juzgado de Instrucción nº 13;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--13---Barcelona?provincia=08;Barcelona;93 554 86 1393 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 13;instruccio13.barcelona@xij.gencat.cat;41.363984;2.13401;Barcelona;HERNANDO VALLEJO, MARIA ISABEL
Juzgado de Instrucción nº 14;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--14---Barcelona?provincia=08;Barcelona;93 554 86 1493 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 14;instruccio14.barcelona@xij.gencat.cat;41.363984;2.13401;Barcelona;
Juzgado de Instrucción nº 15;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--15---Barcelona?provincia=08;Barcelona;93 554 86 0093 554 86 15;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 15;instruccio15.barcelona@xij.gencat.cat;41.363984;2.13401;Barcelona;CANTON MARTIN, MARIA CONCEPCION
Juzgado de Instrucción nº 16;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--16---Barcelona?provincia=08;Barcelona;93 554 86 1693 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 16;instruccio16.barcelona@xij.gencat.cat;41.363984;2.13401;Barcelona;CONEJO HEREDIA, JAIME
Juzgado de Instrucción nº 17;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--17---Barcelona?provincia=08;Barcelona;93 554 86 1793 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 17;instruccio17.barcelona@xij.gencat.cat;41.363984;2.13401;Barcelona;CRIADO NAVAMUEL, FERNANDO LUIS
Juzgado de Instrucción nº 18;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--18---Barcelona?provincia=08;Barcelona;93 554 86 1893 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 18;instruccio18.barcelona@xij.gencat.cat;41.363984;2.13401;Barcelona;
Juzgado de Instrucción nº 19;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--19---Barcelona?provincia=08;Barcelona;93 554 86 1993 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 19;instruccio19.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;VIDAL CAROU, RAMON
Juzgado de Instrucción nº 20;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--20---Barcelona?provincia=08;Barcelona;93 554 86 2093 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 20;instruccio20.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;MOLTO GUARDIOLA, MARIA EVA
Juzgado de Instrucción nº 21;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--21---Barcelona?provincia=08;Barcelona;93 554 86 2193 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 21;instruccio21.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;SANCHEZ GARCIA-PORRERO, IGNACIO CARLOS
Juzgado de Instrucción nº 22;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--22---Barcelona?provincia=08;Barcelona;93 554 86 2293 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 22;instruccio22.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;BO JANE, MARTA
Juzgado de Instrucción nº 23;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--23---Barcelona?provincia=08;Barcelona;93 554 86 2393 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 23;instruccio23.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;FALIP IBARZ, MARIA ANGELES
Juzgado de Instrucción nº 24;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--24---Barcelona?provincia=08;Barcelona;93 554 86 2493 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 24;instruccio24.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;COSCOLLOLA FEIXA, MARIA ANTONIA
Juzgado de Instrucción nº 25;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--25---Barcelona?provincia=08;Barcelona;93 554 86 2593 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 25;instruccio25.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;CARASOL CAMPILLO, ELENA
Juzgado de Instrucción nº 26;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--26---Barcelona?provincia=08;Barcelona;93 554 86 2693 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 26;instruccio26.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;SUAREZ VAZQUEZ, MARIA DEL CARMEN
Juzgado de Instrucción nº 27;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--27---Barcelona?provincia=08;Barcelona;93 554 86 2793 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 27;instruccio27.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;PAULI COLLADO, FRANCISCO JAVIER
Juzgado de Instrucción nº 28;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--28---Barcelona?provincia=08;Barcelona;93 554 86 2893 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 28;instruccio28.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;ORTEGA HERRERO, OLALLA
Juzgado de Instrucción nº 29;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--29---Barcelona?provincia=08;Barcelona;93 554 86 2993 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 29;instruccio29.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;GARCIA GARCIA, SANTIAGO
Juzgado de Instrucción nº 30;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--30---Barcelona?provincia=08;Barcelona;93 554 86 3093 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 30;instruccio30.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;HERNANDEZ LARRAÑAGA, ZITA
Juzgado de Instrucción nº 31;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--31---Barcelona?provincia=08;Barcelona;93 554 86 3193 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 31;instruccio31.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;MARTINEZ DURAN, LUIS
Juzgado de Instrucción nº 32;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--32---Barcelona?provincia=08;Barcelona;93 554 86 3293 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 32;instruccio32.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;CRUZ DE PABLO, JOSE ANTONIO
Juzgado de Instrucción nº 33;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--33---Barcelona?provincia=08;Barcelona;93 554 86 3393 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 87 33;instruccio33.barcelona@xij.gencat.cat;41.387917;2.1699187;Barcelona;CASTILLA VIETSCH, SOFIA PILAR
Juzgado de lo Social nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--1---Barcelona?provincia=08;Barcelona;93 887 45 0893 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 20;social1.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;TUSET DEL PINO, PEDRO
Juzgado de lo Social nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Barcelona?provincia=08;Barcelona;93 887 45 4193 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 21;social2.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;SANCHEZ PAPACEIT, JORDI
Juzgado de lo Social nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Barcelona?provincia=08;Barcelona;93 887 45 7193 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 07;social3.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;
Juzgado de lo Social nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--4---Barcelona?provincia=08;Barcelona;93 887 45 8393 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 08;social4.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;GARCIA PAÑELLA, ELSA
Juzgado de lo Social nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--5---Barcelona?provincia=08;Barcelona;93 554 84 3893 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. P);08075;True;93 554 84 42;social5.barcelona@xij.gencat.cat;41.363984;2.13401;Barcelona;GONZALEZ DE RIVERA SERRA, FRANCESC XAVIER
Juzgado de lo Social nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--6---Barcelona?provincia=08;Barcelona;93 887 45 8693 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 09;social6.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;ESTRADE ALASA, MARIA DEL CARME
Juzgado de lo Social nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--7---Barcelona?provincia=08;Barcelona;93 887 45 8993 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 10;social7.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;MARTINEZ CANO, FRANCISCO JAVIER
Juzgado de lo Social nº 8;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--8---Barcelona?provincia=08;Barcelona;93 887 45 9293 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 11;social8.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;FERNANDEZ PEREZ, JUAN MANUEL
Juzgado de lo Social nº 9;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--9---Barcelona?provincia=08;Barcelona;93 887 45 9593 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 12;social9.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;CASTAN HERNANDEZ, ANA CONSUELO
Juzgado de lo Social nº 10;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--10---Barcelona?provincia=08;Barcelona;93 887 45 1193 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 13;social10.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;GOMEZ ESTEBAN, JESUS
Juzgado de lo Social nº 11;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--11---Barcelona?provincia=08;Barcelona;93 887 45 1493 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 14;social11.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;CRISTOBAL SAEZ, LORENA
Juzgado de lo Social nº 12;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--12---Barcelona?provincia=08;Barcelona;93 887 45 1793 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 15;social12.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;MOLIST REQUENA, MARTA
Juzgado de lo Social nº 13;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--13---Barcelona?provincia=08;Barcelona;93 887 45 2093 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 16;social13.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;FERRER GARCIA, RUTH
Juzgado de lo Social nº 14;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--14---Barcelona?provincia=08;Barcelona;93 887 45 2393 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 17;social14.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;POZO MOREIRA, FRANCISCO JAVIER
Juzgado de lo Social nº 15;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--15---Barcelona?provincia=08;Barcelona;93 887 45 2693 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 18;social15.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;SANCHEZ QUIÑONES, LUIS
Juzgado de lo Social nº 16;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--16---Barcelona?provincia=08;Barcelona;93 887 45 2993 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08010;True;93 884 49 19;social16.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;BARRACHINA PEREGRIN, INGRID
Juzgado de lo Social nº 17;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--17---Barcelona?provincia=08;Barcelona;93 887 45 3293 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 22;social17.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;DAMASO ARTILES, JOSE RAMON
Juzgado de lo Social nº 18;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--18---Barcelona?provincia=08;Barcelona;93 887 45 3593 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 23;social18.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;JANE I GIL, ENRIC
Juzgado de lo Social nº 19;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--19---Barcelona?provincia=08;Barcelona;93 887 45 3893 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 24;social19.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;ARANO SASTRE, ANDONI
Juzgado de lo Social nº 20;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--20---Barcelona?provincia=08;Barcelona;93 887 45 4493 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 25;social20.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;COLL MARTINEZ, MARIA DEL PILAR
Juzgado de lo Social nº 21;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--21---Barcelona?provincia=08;Barcelona;93 887 45 4793 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 26;social21.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;GALIANO CORONADO, MARIA TERESA
Juzgado de lo Social nº 22;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--22---Barcelona?provincia=08;Barcelona;93 887 45 5093 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 27;social22.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;BARO MARTIN, PABLO
Juzgado de lo Social nº 23;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--23---Barcelona?provincia=08;Barcelona;93 554 84 2993 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. P);08075;True;93 554 84 33;social23.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;LEAL PERALVO, FRANCISCO ANTONIO
Juzgado de lo Social nº 24;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--24---Barcelona?provincia=08;Barcelona;93 887 45 5393 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 28;social24.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;LUQUE RUIZ, MIRIAM
Juzgado de lo Social nº 25;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--25---Barcelona?provincia=08;Barcelona;93 887 45 5693 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 29;social25.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;SANCHEZ PUERTA, DOMINGO ANDRES
Juzgado de lo Social nº 26;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--26---Barcelona?provincia=08;Barcelona;93 887 45 5993 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 30;social26.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;BATLLE FERRANDO, PATRICIA
Juzgado de lo Social nº 27;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--27---Barcelona?provincia=08;Barcelona;93 887 45 6293 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 31;social27.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;EIXARCH OLLETA, LEIRE
Juzgado de lo Social nº 28;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--28---Barcelona?provincia=08;Barcelona;93 887 45 6593 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 32;social28.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;FUERTES BERTOLIN, JESUS
Juzgado de lo Social nº 29;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--29---Barcelona?provincia=08;Barcelona;93 887 45 6893 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 33;social29.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;CONEJO PEREZ, ANA MARINA
Juzgado de lo Social nº 30;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--30---Barcelona?provincia=08;Barcelona;93 554 84 3493 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. P);08075;True;93 554 84 37;social30.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;ESCRIBANO VINDEL, CARLOS
Juzgado de lo Social nº 31;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--31---Barcelona?provincia=08;Barcelona;93 887 45 7493 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 34;social31.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;
Juzgado de lo Social nº 32;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--32---Barcelona?provincia=08;Barcelona;93 887 45 7793 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 36;social32.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;GARCIA SALINAS, JESSICA
Juzgado de lo Social nº 33;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--33---Barcelona?provincia=08;Barcelona;93 887 45 8093 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. S);08075;True;93 884 49 37;social33.barcelona@xij.gencat.cat;41.3642983;2.1340852;Barcelona;DIAZ CEREZO, EVA
Juzgado de lo Social nº 34;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--34---Barcelona?provincia=08;Barcelona;93 796 65 72;Gran Via de les Corts Catalanes, 111 (Edif. C);08075;True;93 884 49 48;social34.barcelona@xij.gencat.cat;0.0;0.0;Barcelona;ALONSO GARCIA, PABLO JESUS
Juzgado de lo Social nº 35;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--35---Barcelona?provincia=08;Barcelona;93 796 65 73;Gran Via de les Corts Catalanes, 111 (Edif. C);08075;True;93 884 49 51;social35.barcelona@xij.gencat.cat;0.0;0.0;Barcelona;FREIRE FERNANDEZ, LOURDES
Juzgado de lo Contencioso-Administrativo nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--1---Barcelona?provincia=08;Barcelona;93 554 84 4793 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 80;contencios1.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;FERNANDEZ CABEZAS, MONTSERRAT
Juzgado de lo Contencioso-Administrativo nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Barcelona?provincia=08;Barcelona;93 554 84 5193 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 81;contencios2.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;RIBERA TOMAS, GERARD
Juzgado de lo Contencioso-Administrativo nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--3---Barcelona?provincia=08;Barcelona;93 554 84 5593 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 82;contencios3.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;
Juzgado de lo Contencioso-Administrativo nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--4---Barcelona?provincia=08;Barcelona;93 554 84 5993 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 83;contencios4.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;MUÑOZ RODON, ROSA MARIA
Juzgado de lo Contencioso-Administrativo nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--5---Barcelona?provincia=08;Barcelona;93 554 84 6393 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 84;contencios5.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;RAGA MARIMON, MONTSERRAT
Juzgado de lo Contencioso-Administrativo nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--6---Barcelona?provincia=08;Barcelona;93 554 84 6793 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 85;contencios6.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;LIZ BELLO, IBONE
Juzgado de lo Contencioso-Administrativo nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--7---Barcelona?provincia=08;Barcelona;93 554 84 7193 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 86;contencios7.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;GARCIA NAVARRO, SANTIAGO ALEJANDRO
Juzgado de lo Contencioso-Administrativo nº 8;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--8---Barcelona?provincia=08;Barcelona;93 554 84 7593 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 87;contencios8.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;TURMO I GUARDIOLA, JOAQUIM
Juzgado de lo Contencioso-Administrativo nº 9;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--9---Barcelona?provincia=08;Barcelona;93 554 84 7993 554 86 00;Gran Via de les Corts Catalanes, 111 (Edif. I);08075;True;93 554 97 88;contencios9.barcelona@xij.gencat.cat;41.3639112;2.1332244;Barcelona;MIMBRERA TORRES, MARIA EVA
